"Chromosome"	"Start"	"End"	"Nclone"	"Array.129"	"Array.34"	"Array.67"	"Array.24"	"Array.22"	"Array.36"	"Array.49"	"Array.16"	"Array.146"	"Array.143"	"Array.65"	"Array.62"	"Array.4"	"Array.76"	"Array.118"	"Array.154"	"Array.48"	"Array.6"	"Array.39"	"Array.86"	"Array.112"	"Array.79"	"Array.124"	"Array.19"	"Array.27"	"Array.106"	"Array.110"	"Array.69"	"Array.73"	"Array.95"	"Array.98"	"Array.17"	"Array.33"	"Array.138"	"Array.149"	"Array.101"	"Array.90"	"Array.99"	"Array.57"	"Array.105"	"Array.85"	"Array.114"	"Array.56"	"Array.5"	"Array.8"	"Array.113"	"Array.148"	"Array.42"	"Array.25"	"Array.102"	"Array.55"	"Array.141"	"Array.43"	"Array.159"	"Array.52"	"Array.88"	"Array.125"	"Array.152"	"Array.50"	"Array.23"	"Array.68"	"Array.94"	"Array.153"	"Array.51"	"Array.142"	"Array.144"	"Array.37"	"Array.78"	"Array.18"	"Array.82"	"Array.75"	"Array.139"	"Array.2"	"Array.117"	"Array.60"	"Array.38"	"Array.72"	"Array.104"	"Array.137"	"Array.145"	"Array.31"	"Array.135"	"Array.111"	"Array.7"	"Array.21"	"Array.53"	"Array.59"	"Array.71"	"Array.47"	"Array.107"	"Array.64"	"Array.89"	"Array.30"	"Array.35"	"Array.93"	"Array.10"	"Array.123"	"Array.100"	"Array.134"	"Array.130"
11	82288127	82586347	31	-1	0	0	1	0	-1	-1	0	0	2	-1	0	0	1	0	1	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	-1	2	1	1	-1	1	0	-1	2	-1	0	0	0	0	0	0	-1	0	0	0	0
11	82599955	82867442	25	-1	-1	0	1	0	-1	-1	0	0	2	-1	0	0	1	0	1	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	-1	2	1	1	-1	1	0	-1	2	-1	0	0	0	0	0	0	-1	0	0	0	0
11	83733321	85064586	126	-1	-1	0	1	0	-1	-1	0	0	2	-1	0	0	1	0	1	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	2	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	-1	2	1	1	-1	1	0	-1	1	-1	0	0	0	0	0	0	-1	0	0	0	0
11	103179669	103605605	37	-1	0	0	1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	1	-1	-1	0	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	-1	1	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	2	0	1	-1	0	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0
11	103640528	105452607	140	-1	-1	0	1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	1	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	-1	1	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	2	0	1	-1	0	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0
11	105458461	107398356	144	-1	-1	0	1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	1	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	-1	1	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	2	0	1	-1	0	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0
11	109089452	114667900	476	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	1	0	-1	0	1	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	-1	1	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	2	0	1	-1	0	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0
12	42744201	43936926	107	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	-1	0	1	0	0	1	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	43945081	44919712	81	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	-1	0	1	0	0	1	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	1	0	1	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	44923991	45851001	66	1	2	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	-1	1	1	0	0	-1	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	45861893	47611599	184	1	2	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	-1	1	1	0	0	0	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	1	0	1	-1	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	47616812	49288718	233	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	-1	0	1	0	0	0	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	1	0	1	-1	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	49299695	51238169	253	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	0	1	-1	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	51241859	52425218	189	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	0	1	-1	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	1	0
12	52473664	54879669	326	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	0	1	-1	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	54887816	57494566	305	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0
12	57531034	59041688	73	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	0	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	1	0	1	0
12	59087176	60039028	38	1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	1	0	1	0
12	60060494	62081511	166	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	1	0	1	0
12	62137202	62802242	53	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0
12	62807597	63330914	48	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0
12	63340667	63566937	25	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0
12	63574243	64694907	104	1	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	0
12	64727853	66012212	99	1	2	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	66035532	66948440	56	1	2	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	66954549	67332062	40	1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	67337260	68268028	89	1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0
12	68281534	69298703	97	1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	69315717	70369674	100	1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	70379430	70453985	9	1	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	70462057	70560603	10	1	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	2	0	1	0
12	70574871	71644041	87	1	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	71710336	71905426	8	1	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	71924238	72624978	32	1	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	72645832	73204852	27	1	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	73217711	73482351	9	1	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	73523915	74655845	77	1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	0	0	0	0	2	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	74674175	74721164	8	1	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	74728500	75387573	32	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	1	0	0	-1	1	0	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	2	0	1	0
12	75396411	75693696	24	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	1	2	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	1	1	-1	0	1	0	0	-1	1	0	0	-1	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	2	0	1	0
12	75706042	77012738	81	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	-1	0	0	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	0	0	0	-1	1	0	0	-1	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	2	0	1	0
12	77023447	82859962	422	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	2	0	1	0
12	82881635	83804633	31	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	83810013	84520659	46	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	84542006	85443011	85	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	85450052	85962613	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	85986743	87258350	61	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	1	-1	1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	87329145	88538415	71	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	88551907	88910171	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	88953160	90674492	79	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	90696859	92322330	111	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	92329775	94134731	154	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	-1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0
12	94141519	97140822	217	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	1	0
12	97156507	97840955	65	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
12	97852156	98629015	83	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
12	98643996	98870746	26	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
12	100382347	103227744	260	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
12	106729888	108471654	165	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	-1	0	1	0	0	0	1	-1	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
15	22374850	23389141	98	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	-1	1	0	0	0	0	-1	0	1	0	-1	1	0	0	0	-1	0	-1	0	-1	-1	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	-1	1	0	0	0	-1	1	0	1	0	0	-1	0	-1	0	1	0	0	-1	-1	0	0	-1	0	0	0	0	1	-1	-1	0	0	-1	-1	0	0	1	0	0	0	0	0	0
